reference,nom,categorie,sous_categorie,prix,stock,etat,couleur,taille,pointure,marque,matiere,genre,description_courte,description,note_produit,dossier_images,statut,nb_images,nb_videos,confiance_regroupement,controle_requis,fichiers_sources,prix_min_marche,prix_max_marche,prix_a_verifier,prix_source_logique,source_web,niveau_verification
PR255,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR255.txt,PR255,draft,0,1,media_unique_a_verifier,oui,IMG_7591.mov,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR256,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR256.txt,PR256,draft,0,1,media_unique_a_verifier,oui,IMG_7592.mov,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR257,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR257.txt,PR257,draft,0,1,media_unique_a_verifier,oui,IMG_7593.mov,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR258,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR258.txt,PR258,draft,0,1,media_unique_a_verifier,oui,IMG_7594.mov,10000,20000,oui,"Prix indicatif pour un sac à main générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR259,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR259.txt,PR259,draft,0,1,media_unique_a_verifier,oui,IMG_7595.mov,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR260,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR260.txt,PR260,draft,0,1,media_unique_a_verifier,oui,IMG_7596.mov,10000,20000,oui,"Prix indicatif pour un sac à main générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR261,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR261.txt,PR261,draft,0,1,media_unique_a_verifier,oui,IMG_7597.mov,10000,20000,oui,"Prix indicatif pour un sac à main générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR262,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR262.txt,PR262,draft,0,1,media_unique_a_verifier,oui,IMG_7600.mov,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR263,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR263.txt,PR263,draft,0,1,media_unique_a_verifier,oui,IMG_7601.mov,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR264,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR264.txt,PR264,draft,0,1,media_unique_a_verifier,oui,IMG_7602.mov,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR265,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR265.txt,PR265,draft,0,1,media_unique_a_verifier,oui,IMG_7603.mov,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR266,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR266.txt,PR266,draft,0,1,media_unique_a_verifier,oui,IMG_7604.mov,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR267,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR267.txt,PR267,draft,0,1,media_unique_a_verifier,oui,IMG_7605.mov,10000,20000,oui,"Prix indicatif pour un sac à main générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR268,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR268.txt,PR268,draft,0,1,media_unique_a_verifier,oui,IMG_7606.mov,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR269,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR269.txt,PR269,draft,0,1,media_unique_a_verifier,oui,IMG_7813.mov,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR270,Sac à main femme – modèle présenté en vidéo,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme – modèle présenté en vidéo

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR270.txt,PR270,draft,0,1,media_unique_a_verifier,oui,IMG_7814.mov,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
